experiment,language,qid,query_en,query_used,expanded_query,stage,rank,doc_id,retrieval_score,cross_encoder_score
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,1,d1605,0.87875896692276,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,2,d12199,0.87875896692276,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,3,d7137,0.87875896692276,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,4,d18861,0.8679254651069641,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,5,d20111,0.8621456623077393,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,6,d2997,0.8573411703109741,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,7,d8249,0.8573411703109741,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,8,d8175,0.8573411703109741,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,9,d932,0.8573411703109741,
baseline,english,q20111,python calc page align,python calc page align,,retrieval_only,10,d10785,0.8573411703109741,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,1,d20542,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,2,d20112,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,3,d9270,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,4,d12670,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,5,d2175,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,6,d1641,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,7,d11055,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,8,d16319,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,9,d9559,0.911126971244812,
baseline,english,q20112,python numpy array as float,python numpy array as float,,retrieval_only,10,d10680,0.911126971244812,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,1,d565,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,2,d4228,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,3,d15721,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,4,d15852,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,5,d10185,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,6,d15643,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,7,d13725,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,8,d13723,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,9,d3563,0.8970476984977722,
baseline,english,q20113,input string that replaces occurences python,input string that replaces occurences python,,retrieval_only,10,d14202,0.8970476984977722,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,1,d2331,0.8923312425613403,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,2,d6323,0.8923312425613403,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,3,d3014,0.8923312425613403,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,4,d4518,0.8923312425613403,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,5,d3012,0.8887573480606079,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,6,d12462,0.8887573480606079,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,7,d5137,0.8887573480606079,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,8,d13785,0.8887573480606079,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,9,d7254,0.8887573480606079,
baseline,english,q20114,python check all items in list are ints,python check all items in list are ints,,retrieval_only,10,d7256,0.8887573480606079,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,1,d13772,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,2,d11706,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,3,d11661,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,4,d9681,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,5,d12227,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,6,d1348,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,7,d15896,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,8,d20115,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,9,d13675,0.8935885429382324,
baseline,english,q20115,how to save variable to text file python,how to save variable to text file python,,retrieval_only,10,d16074,0.8620114922523499,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,1,d9741,0.8688948750495911,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,2,d4586,0.8688948750495911,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,3,d5094,0.8688948750495911,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,4,d5605,0.8688948750495911,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,5,d13755,0.8688948750495911,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,6,d1351,0.8688948750495911,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,7,d16658,0.8614746332168579,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,8,d17112,0.8614746332168579,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,9,d19280,0.8614746332168579,
baseline,english,q20116,how to skip an index in a for loop python,how to skip an index in a for loop python,,retrieval_only,10,d17063,0.8614746332168579,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,1,d2012,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,2,d981,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,3,d3543,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,4,d3698,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,5,d1629,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,6,d4189,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,7,d6447,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,8,d5253,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,9,d5255,0.877575695514679,
baseline,english,q20117,how to create a tokenization code in python,how to create a tokenization code in python,,retrieval_only,10,d10544,0.873342752456665,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,1,d3960,0.8521299958229065,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,2,d9653,0.8521299958229065,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,3,d14098,0.8517908453941345,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,4,d5826,0.8517908453941345,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,5,d9944,0.8511537313461304,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,6,d11535,0.8503146171569824,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,7,d13680,0.8503146171569824,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,8,d5676,0.8503146171569824,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,9,d18901,0.8457381725311279,
baseline,english,q20118,python raise without parentheses,python raise without parentheses,,retrieval_only,10,d17439,0.844822883605957,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,1,d15838,0.8950629234313965,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,2,d12164,0.8950629234313965,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,3,d5637,0.8950629234313965,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,4,d16207,0.8950629234313965,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,5,d1314,0.8950629234313965,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,6,d3604,0.8848506808280945,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,7,d7657,0.8848506808280945,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,8,d12672,0.8848506808280945,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,9,d4234,0.8848506808280945,
baseline,english,q20119,how to seperate list with commas python,how to seperate list with commas python,,retrieval_only,10,d16261,0.8848506808280945,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,1,d7789,0.8873705863952637,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,2,d4393,0.8873705863952637,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,3,d5758,0.8873705863952637,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,4,d20120,0.8846683502197266,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,5,d341,0.8846683502197266,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,6,d10056,0.8846683502197266,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,7,d702,0.8846683502197266,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,8,d4043,0.8846683502197266,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,9,d14821,0.8846683502197266,
baseline,english,q20120,python asynchronous function call return,python asynchronous function call return,,retrieval_only,10,d1404,0.8846683502197266,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,1,d14549,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,2,d7589,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,3,d14715,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,4,d20306,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,5,d13420,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,6,d15537,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,7,d3673,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,8,d5673,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,9,d13651,0.9017502069473267,
baseline,english,q20121,how to make a seconds to time in python,how to make a seconds to time in python,,retrieval_only,10,d13900,0.8937707543373108,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,1,d8664,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,2,d14822,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,3,d41,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,4,d11069,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,5,d9219,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,6,d20270,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,7,d10531,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,8,d19945,0.8777809143066406,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,9,d17502,0.8728268146514893,
baseline,english,q20122,python cast true or false as numbers,python cast true or false as numbers,,retrieval_only,10,d17899,0.8719197511672974,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,1,d17861,0.9075618386268616,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,2,d10580,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,3,d12533,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,4,d16137,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,5,d1506,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,6,d6308,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,7,d10838,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,8,d8519,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,9,d14899,0.9016344547271729,
baseline,english,q20123,add milliseconds to datetime python,add milliseconds to datetime python,,retrieval_only,10,d13605,0.9016344547271729,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,1,d5811,0.8772547841072083,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,2,d4287,0.8698301315307617,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,3,d20124,0.8698301315307617,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,4,d4991,0.8648821711540222,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,5,d11180,0.8648821711540222,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,6,d20072,0.8648821711540222,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,7,d10720,0.8648821711540222,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,8,d13890,0.8648821711540222,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,9,d9114,0.8648821711540222,
baseline,english,q20124,how to read the last n lines of a program on python,how to read the last n lines of a program on python,,retrieval_only,10,d3873,0.8648821711540222,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,1,d16167,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,2,d20125,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,3,d3200,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,4,d11371,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,5,d9112,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,6,d295,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,7,d12032,0.9072393774986267,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,8,d4591,0.8978905081748962,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,9,d1060,0.8978905081748962,
baseline,english,q20125,python mysql get list of table columns,python mysql get list of table columns,,retrieval_only,10,d7398,0.8978905081748962,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,1,d17027,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,2,d18560,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,3,d17419,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,4,d18026,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,5,d17243,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,6,d18739,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,7,d17294,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,8,d18206,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,9,d20269,0.9251736402511597,
baseline,english,q20126,how to get domain part of a url in python,how to get domain part of a url in python,,retrieval_only,10,d19277,0.9251736402511597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,1,d2396,0.9005070924758911,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,2,d8805,0.9005070924758911,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,3,d10751,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,4,d10753,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,5,d20367,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,6,d12755,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,7,d2392,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,8,d15076,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,9,d12753,0.8956326246261597,
baseline,english,q20127,python flatten a nested dictionaary,python flatten a nested dictionaary,,retrieval_only,10,d3077,0.8908932209014893,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,1,d8515,0.9116279482841492,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,2,d9057,0.9116279482841492,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,3,d13717,0.9001266956329346,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,4,d15889,0.9001266956329346,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,5,d20128,0.9001266956329346,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,6,d8146,0.8874125480651855,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,7,d7596,0.877234935760498,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,8,d4067,0.8766443729400635,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,9,d5964,0.8715646266937256,
baseline,english,q20128,python session set get,python session set get,,retrieval_only,10,d5516,0.8701671361923218,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,1,d3793,0.887045681476593,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,2,d5366,0.887045681476593,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,3,d5269,0.887045681476593,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,4,d15041,0.887045681476593,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,5,d10949,0.887045681476593,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,6,d12566,0.887045681476593,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,7,d15777,0.8847334980964661,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,8,d2278,0.8847334980964661,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,9,d13677,0.8847334980964661,
baseline,english,q20129,python save graph into file,python save graph into file,,retrieval_only,10,d14256,0.8801388740539551,
baseline,english,q20130,chmod python windows to remove file,chmod python windows to remove file,,retrieval_only,1,d3612,0.8846288919448853,
baseline,english,q20130,chmod python windows to remove file,chmod python windows to remove file,,retrieval_only,2,d8739,0.8837236166000366,
baseline,english,q20130,chmod python windows to remove file,chmod python windows to remove file,,retrieval_only,3,d8422,0.8837236166000366,
baseline,english,q20130,chmod python windows to remove file,chmod python windows to remove file,,retrieval_only,4,d2120,0.8837236166000366,
baseline,english,q20130,chmod python windows to remove file,chmod python windows to remove file,,retrieval_only,5,d1747,0.8776998519897461,
